university,OPEID6,UNITID,INSTNM,CONTROL,MAIN,CIPCODE,CIPDESC,CREDLEV,CREDDESC,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1419,Mechanical Engineering.,3,Bachelor's Degree,1,122,131,63211,2,78,84,67772,144,65990,PrivacySuppressed,PrivacySuppressed,142,65941,PrivacySuppressed,PrivacySuppressed,88,80068,73,70,86,80058,PrivacySuppressed,PrivacySuppressed,82,80340,PrivacySuppressed,PrivacySuppressed,5,151,65881,130,PrivacySuppressed,PrivacySuppressed,6,102,87666,PrivacySuppressed,100,87567,PrivacySuppressed,PrivacySuppressed,98,87597,PrivacySuppressed,PrivacySuppressed,32,28
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1436,Manufacturing Engineering.,3,Bachelor's Degree,2,39,40,65857,4,81,83,65486,55,66924,PrivacySuppressed,PrivacySuppressed,56,67257,PrivacySuppressed,PrivacySuppressed,83,72317,81,79,81,72197,PrivacySuppressed,PrivacySuppressed,79,72362,PrivacySuppressed,PrivacySuppressed,1,59,67138,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,81,80317,PrivacySuppressed,78,80648,PrivacySuppressed,PrivacySuppressed,76,80737,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,43
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1447,Electrical and Computer Engineering.,3,Bachelor's Degree,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,,,,,,,,,,,,,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1601,"Linguistic, Comparative, and Related Language Studies and Services.",3,Bachelor's Degree,13,40,58,29068,12,45,71,28164,43,35088,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,37,34038,82,31311,65,49,76,30393,PrivacySuppressed,PrivacySuppressed,35,48015,47,13825,7,52,33247,28,PrivacySuppressed,PrivacySuppressed,15,75,50095,54,67,46621,PrivacySuppressed,PrivacySuppressed,37,57784,38,37001,PrivacySuppressed,40
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1603,"East Asian Languages, Literatures, and Linguistics.",3,Bachelor's Degree,3,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,7,29,32,39153,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,35,39376,29,23,29,44207,PrivacySuppressed,PrivacySuppressed,24,56458,PrivacySuppressed,PrivacySuppressed,2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,8,28,60008,PrivacySuppressed,22,57176,PrivacySuppressed,PrivacySuppressed,20,74003,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1604,"Slavic, Baltic and Albanian Languages, Literatures, and Linguistics.",3,Bachelor's Degree,1,19,23,42391,2,20,25,39153,17,49328,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,27,58455,23,20,25,57719,PrivacySuppressed,PrivacySuppressed,22,58977,PrivacySuppressed,PrivacySuppressed,4,18,49724,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,29,66679,PrivacySuppressed,26,67501,PrivacySuppressed,PrivacySuppressed,24,70232,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1605,"Germanic Languages, Literatures, and Linguistics.",3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1609,"Romance Languages, Literatures, and Linguistics.",3,Bachelor's Degree,9,53,72,35254,8,60,78,39909,79,37723,PrivacySuppressed,PrivacySuppressed,47,47743,37,31260,73,47197,54,47,71,46827,PrivacySuppressed,PrivacySuppressed,47,58718,PrivacySuppressed,PrivacySuppressed,7,84,37715,50,PrivacySuppressed,PrivacySuppressed,11,72,61951,PrivacySuppressed,68,61908,PrivacySuppressed,PrivacySuppressed,54,70716,18,39512,17,37
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1611,"Middle/Near Eastern and Semitic Languages, Literatures, and Linguistics.",3,Bachelor's Degree,5,PrivacySuppressed,19,37329,4,13,21,26353,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,26,27598,18,PrivacySuppressed,26,27593,PrivacySuppressed,PrivacySuppressed,16,31896,PrivacySuppressed,PrivacySuppressed,3,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4,23,50216,PrivacySuppressed,22,51146,PrivacySuppressed,PrivacySuppressed,16,52373,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1612,"Classics and Classical Languages, Literatures, and Linguistics.",3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1901,"Family and Consumer Sciences/Human Sciences, General.",3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1906,Housing and Human Environments.,3,Bachelor's Degree,0,18,19,56859,0,23,24,63855,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,22,67537,21,21,21,67363,PrivacySuppressed,PrivacySuppressed,20,73858,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,20,75769,PrivacySuppressed,21,77768,PrivacySuppressed,PrivacySuppressed,19,85841,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1907,"Human Development, Family Studies, and Related Services.",3,Bachelor's Degree,41,88,153,21303,36,83,145,20921,172,23551,PrivacySuppressed,PrivacySuppressed,16,36991,170,22216,176,9956,115,67,161,9221,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,166,8118,68,186,24348,66,PrivacySuppressed,PrivacySuppressed,56,124,24823,50,108,23798,16,32420,PrivacySuppressed,PrivacySuppressed,116,22322,17,74
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,1999,"Family and Consumer Sciences/Human Sciences, Other.",3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2301,"English Language and Literature, General.",3,Bachelor's Degree,8,44,74,21635,11,73,102,28697,69,26255,PrivacySuppressed,PrivacySuppressed,25,27428,54,29688,108,27578,88,63,101,26837,PrivacySuppressed,PrivacySuppressed,25,38502,83,21407,9,80,28928,35,PrivacySuppressed,PrivacySuppressed,20,108,42838,66,99,44055,PrivacySuppressed,PrivacySuppressed,34,53110,73,33690,PrivacySuppressed,58
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2401,"Liberal Arts and Sciences, General Studies and Humanities.",3,Bachelor's Degree,1,PrivacySuppressed,19,24143,0,6,11,25194,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4,23,56030,PrivacySuppressed,17,54914,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2601,"Biology, General.",3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2602,"Biochemistry, Biophysics and Molecular Biology.",3,Bachelor's Degree,4,20,28,34189,3,27,41,27822,24,34675,PrivacySuppressed,PrivacySuppressed,18,31859,PrivacySuppressed,PrivacySuppressed,28,23177,23,18,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,29,36723,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2605,Microbiological Sciences and Immunology.,3,Bachelor's Degree,4,28,32,31269,3,18,27,21508,38,27168,PrivacySuppressed,PrivacySuppressed,33,25520,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,45,26806,16,PrivacySuppressed,PrivacySuppressed,2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2607,Zoology/Animal Biology.,3,Bachelor's Degree,1,PrivacySuppressed,23,31142,4,16,25,22192,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,29,24432,22,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2609,"Physiology, Pathology and Related Sciences.",3,Bachelor's Degree,12,89,154,20739,30,119,185,26121,135,20604,PrivacySuppressed,PrivacySuppressed,94,20196,48,20383,161,31293,116,87,151,31244,PrivacySuppressed,PrivacySuppressed,91,47523,PrivacySuppressed,PrivacySuppressed,16,142,20357,39,PrivacySuppressed,PrivacySuppressed,37,171,60978,128,154,60309,18,64613,114,69464,57,32473,65,79
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2611,"Biomathematics, Bioinformatics, and Computational Biology.",3,Bachelor's Degree,3,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,11,11,71015,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2612,Biotechnology.,3,Bachelor's Degree,2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,13,17,25194,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2613,"Ecology, Evolution, Systematics, and Population Biology.",3,Bachelor's Degree,5,33,48,30637,3,23,34,23649,41,24804,PrivacySuppressed,PrivacySuppressed,26,24060,23,33580,27,38397,18,PrivacySuppressed,23,34871,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,16,32591,11,48,26908,25,PrivacySuppressed,PrivacySuppressed,4,29,50091,PrivacySuppressed,23,45303,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,17,48762,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2615,Neurobiology and Neurosciences.,3,Bachelor's Degree,3,30,54,21255,8,36,50,25194,52,27155,PrivacySuppressed,PrivacySuppressed,41,22871,PrivacySuppressed,PrivacySuppressed,37,43910,30,25,35,42095,PrivacySuppressed,PrivacySuppressed,29,47478,PrivacySuppressed,PrivacySuppressed,4,56,27544,20,PrivacySuppressed,PrivacySuppressed,2,29,73566,PrivacySuppressed,26,68122,PrivacySuppressed,PrivacySuppressed,19,89937,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2701,Mathematics.,3,Bachelor's Degree,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,18,19,52107,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,22,47893,17,16,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,0,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2703,Applied Mathematics.,3,Bachelor's Degree,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2705,Statistics.,3,Bachelor's Degree,2,50,53,57692,3,35,35,64791,53,56940,PrivacySuppressed,PrivacySuppressed,44,59749,16,49676,44,74902,35,33,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,33,86044,PrivacySuppressed,PrivacySuppressed,4,60,58223,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,42,89001,PrivacySuppressed,40,91552,PrivacySuppressed,PrivacySuppressed,34,99760,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,19
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,2902,"Intelligence, Command Control and Information Operations.",3,Bachelor's Degree,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,3001,Biological and Physical Sciences.,3,Bachelor's Degree,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,3019,Nutrition Sciences.,3,Bachelor's Degree,2,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,3,6,13,17162,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,1,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,4,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed,PrivacySuppressed
Brigham Young University,3670,230038.0,Brigham Young University,"Private, nonprofit",1,3101,"Parks, Recreation and Leisure Studies.",3,Bachelor's Degree,2,50,61,42900,10,46,59,35060,83,48746,PrivacySuppressed,PrivacySuppressed,25,50910,62,43319,73,41299,55,43,66,36502,PrivacySuppressed,PrivacySuppressed,26,51804,PrivacySuppressed,PrivacySuppressed,5,87,45748,62,PrivacySuppressed,PrivacySuppressed,10,64,51688,44,57,49874,PrivacySuppressed,PrivacySuppressed,27,59562,36,41785,PrivacySuppressed,42
