INSTNM,OPEID6,CONTROL,MAIN,CIPDEF,CIPFIELD,CIPCODE,CREDLEV,EARN_COUNT_NWNE_HI_1YR,EARN_CNTOVER150_HI_1YR,EARN_COUNT_WNE_HI_1YR,EARN_MDN_HI_1YR,EARN_COUNT_NWNE_HI_2YR,EARN_CNTOVER150_HI_2YR,EARN_COUNT_WNE_HI_2YR,EARN_MDN_HI_2YR,EARN_COUNT_PELL_WNE_1YR,EARN_PELL_WNE_MDN_1YR,EARN_COUNT_NOPELL_WNE_1YR,EARN_NOPELL_WNE_MDN_1YR,EARN_COUNT_MALE_WNE_1YR,EARN_MALE_WNE_MDN_1YR,EARN_COUNT_NOMALE_WNE_1YR,EARN_NOMALE_WNE_MDN_1YR,EARN_COUNT_NE_3YR,EARN_NE_MDN_3YR,EARN_COUNT_WNE_3YR,EARN_CNTOVER150_3YR,EARN_COUNT_PELL_NE_3YR,EARN_PELL_NE_MDN_3YR,EARN_COUNT_NOPELL_NE_3YR,EARN_NOPELL_NE_MDN_3YR,EARN_COUNT_MALE_NE_3YR,EARN_MALE_NE_MDN_3YR,EARN_COUNT_NOMALE_NE_3YR,EARN_NOMALE_NE_MDN_3YR,EARN_COUNT_NWNE_1YR,EARN_COUNT_WNE_1YR,EARN_MDN_1YR,EARN_GT_THRESHOLD_1YR,EARN_COUNT_HIGH_CRED_1YR,EARN_IN_STATE_1YR,EARN_COUNT_NWNE_4YR,EARN_COUNT_WNE_4YR,EARN_MDN_4YR,EARN_GT_THRESHOLD_4YR,EARN_COUNT_PELL_WNE_4YR,EARN_PELL_WNE_MDN_4YR,EARN_COUNT_NOPELL_WNE_4YR,EARN_NOPELL_WNE_MDN_4YR,EARN_COUNT_MALE_WNE_4YR,EARN_MALE_WNE_MDN_4YR,EARN_COUNT_NOMALE_WNE_4YR,EARN_NOMALE_WNE_MDN_4YR,EARN_COUNT_HIGH_CRED_4YR,EARN_IN_STATE_4YR
Utah State University,3677,Public,1,SOCIAL SCIENCES.,45,4502,3,0.0,17.0,31.0,22534.0,3.0,18.0,25.0,28598.0,28.0,27357.0,,,,,27.0,25783.0,,,,,,,,,,,,,1.0,35.0,26905.0,,,,3.0,20.0,30608.0,,,,,,,,16.0,29780.0,,
Utah State University,3677,Public,1,SOCIAL SCIENCES.,45,4506,3,7.0,96.0,108.0,49648.0,9.0,75.0,81.0,52107.0,82.0,52012.0,17.0,59738.0,77.0,56217.0,23.0,53260.0,85.0,57959.0,65.0,60.0,75.0,58381.0,,,65.0,59410.0,,,3.0,99.0,56160.0,80.0,,,11.0,78.0,73167.0,,68.0,73960.0,,,65.0,75284.0,,,,50.0
Utah State University,3677,Public,1,SOCIAL SCIENCES.,45,4507,3,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,4.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,SOCIAL SCIENCES.,45,4510,3,3.0,28.0,39.0,32522.0,2.0,27.0,32.0,33993.0,32.0,36532.0,,,26.0,38417.0,17.0,28105.0,38.0,36882.0,32.0,28.0,37.0,38375.0,,,25.0,36840.0,,,4.0,40.0,35714.0,22.0,,,4.0,39.0,52129.0,,39.0,52305.0,,,29.0,50387.0,,,,28.0
Utah State University,3677,Public,1,SOCIAL SCIENCES.,45,4511,3,6.0,44.0,63.0,30045.0,4.0,30.0,40.0,25856.0,61.0,27699.0,,,28.0,42822.0,47.0,25521.0,45.0,30556.0,36.0,30.0,41.0,29377.0,,,,,34.0,30196.0,7.0,75.0,30047.0,32.0,,,6.0,38.0,41332.0,,34.0,37790.0,,,,,27.0,39537.0,,26.0
Utah State University,3677,Public,1,MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.,47,4706,3,0.0,20.0,20.0,54341.0,0.0,15.0,15.0,50439.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,TRANSPORTATION AND MATERIALS MOVING.,49,4901,3,0.0,22.0,28.0,35228.0,0.0,15.0,17.0,35416.0,24.0,35213.0,,,30.0,32551.0,,,17.0,70839.0,17.0,16.0,,,,,17.0,68426.0,,,0.0,35.0,31506.0,16.0,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,VISUAL AND PERFORMING ARTS.,50,5004,3,1.0,21.0,26.0,43334.0,5.0,18.0,20.0,37568.0,20.0,48436.0,,,,,22.0,48580.0,,,,,,,,,,,,,1.0,26.0,48448.0,,,,8.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,VISUAL AND PERFORMING ARTS.,50,5005,3,1.0,16.0,27.0,20082.0,0.0,15.0,24.0,20140.0,,,,,,,,,22.0,22697.0,21.0,,19.0,22450.0,,,,,,,1.0,19.0,25895.0,,,,1.0,21.0,25367.0,,19.0,27382.0,,,,,,,,
Utah State University,3677,Public,1,VISUAL AND PERFORMING ARTS.,50,5007,3,8.0,43.0,58.0,29891.0,12.0,54.0,71.0,29685.0,53.0,31427.0,,,,,45.0,25685.0,85.0,28412.0,71.0,52.0,78.0,26929.0,,,30.0,41088.0,56.0,26327.0,3.0,64.0,31454.0,31.0,,,10.0,77.0,31040.0,38.0,68.0,32522.0,,,,,48.0,27542.0,,60.0
Utah State University,3677,Public,1,VISUAL AND PERFORMING ARTS.,50,5009,3,3.0,,26.0,13577.0,5.0,12.0,21.0,24035.0,26.0,22444.0,,,,,20.0,23058.0,30.0,11413.0,19.0,,25.0,9449.0,,,,,17.0,6308.0,6.0,25.0,22929.0,,,,3.0,25.0,35642.0,,21.0,35123.0,,,,,,,,16.0
Utah State University,3677,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5102,3,28.0,127.0,188.0,29537.0,21.0,121.0,168.0,27874.0,153.0,28606.0,48.0,33972.0,,,190.0,29781.0,242.0,40996.0,154.0,118.0,167.0,39613.0,75.0,48010.0,16.0,55440.0,226.0,40351.0,28.0,200.0,30686.0,94.0,,,32.0,244.0,50790.0,182.0,155.0,48621.0,89.0,55976.0,16.0,55387.0,228.0,50474.0,108.0,39.0
Utah State University,3677,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5122,3,1.0,25.0,28.0,67218.0,0.0,14.0,17.0,38289.0,22.0,69610.0,,,16.0,77264.0,,,,,,,,,,,,,,,0.0,24.0,67477.0,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5123,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5131,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5138,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5202,3,8.0,193.0,211.0,45008.0,9.0,191.0,208.0,49752.0,151.0,50100.0,36.0,46767.0,112.0,53192.0,75.0,45799.0,213.0,55995.0,191.0,182.0,181.0,54682.0,32.0,63242.0,153.0,58341.0,60.0,47424.0,9.0,187.0,49448.0,148.0,,,10.0,209.0,64575.0,186.0,178.0,63497.0,33.0,68429.0,158.0,67842.0,54.0,54221.0,25.0,164.0
Utah State University,3677,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5203,3,2.0,70.0,79.0,44742.0,4.0,45.0,49.0,46966.0,110.0,54440.0,,,81.0,55567.0,39.0,47629.0,91.0,59597.0,46.0,42.0,82.0,58564.0,,,58.0,63713.0,34.0,47953.0,1.0,121.0,54453.0,,39.0,,5.0,94.0,71538.0,,84.0,71386.0,,,65.0,75632.0,29.0,59029.0,47.0,68.0
Utah State University,3677,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5207,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5208,3,0.0,71.0,76.0,54241.0,1.0,46.0,52.0,50439.0,68.0,56948.0,,,69.0,56942.0,,,56.0,58102.0,45.0,40.0,48.0,63938.0,,,45.0,67253.0,,,1.0,83.0,56594.0,,,,4.0,52.0,69741.0,,44.0,69907.0,,,45.0,80180.0,,,,31.0
Utah State University,3677,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5210,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5211,3,1.0,23.0,27.0,47452.0,0.0,15.0,15.0,44835.0,,,,,,,,,,,,,,,,,,,,,0.0,16.0,50754.0,,,,0.0,,,,,,,,,,,,,
Utah State University,3677,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5214,3,4.0,109.0,117.0,46041.0,1.0,79.0,90.0,48265.0,128.0,51150.0,20.0,55568.0,96.0,53373.0,52.0,49097.0,85.0,54627.0,78.0,72.0,76.0,53290.0,,,60.0,56395.0,26.0,50034.0,8.0,148.0,51511.0,117.0,,,4.0,88.0,67969.0,,78.0,69411.0,,,63.0,74250.0,25.0,57781.0,,69.0
Utah State University,3677,Public,1,"BUSINESS, MANAGEMENT, MARKETING, AND RELATED SUPPORT SERVICES.",52,5219,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah State University,3677,Public,1,HISTORY.,54,5401,3,2.0,32.0,44.0,33598.0,2.0,38.0,48.0,30409.0,48.0,30111.0,,,31.0,35652.0,19.0,15241.0,47.0,31911.0,44.0,39.0,43.0,33040.0,,,21.0,43465.0,27.0,26770.0,6.0,50.0,30136.0,21.0,,,4.0,47.0,37218.0,29.0,41.0,38088.0,,,23.0,49198.0,25.0,31542.0,,35.0
Utah Valley University,4027,Public,1,NATURAL RESOURCES AND CONSERVATION.,03,0301,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,ARCHITECTURE AND RELATED SERVICES.,04,0402,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,"COMMUNICATION, JOURNALISM, AND RELATED PROGRAMS.",09,0901,3,12.0,175.0,221.0,39189.0,14.0,135.0,174.0,38829.0,193.0,41354.0,19.0,40667.0,97.0,46922.0,115.0,36786.0,186.0,39984.0,157.0,117.0,165.0,41319.0,22.0,32448.0,94.0,52739.0,91.0,18903.0,10.0,212.0,41488.0,143.0,,,21.0,168.0,51811.0,124.0,147.0,52886.0,,,93.0,64748.0,74.0,37894.0,,127.0
Utah Valley University,4027,Public,1,COMMUNICATIONS TECHNOLOGIES/TECHNICIANS AND SUPPORT SERVICES.,10,1002,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1101,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1103,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1104,3,1.0,44.0,48.0,62925.0,1.0,27.0,28.0,64990.0,41.0,70909.0,,,43.0,69868.0,,,31.0,80064.0,29.0,26.0,29.0,77927.0,,,27.0,81270.0,,,1.0,44.0,70780.0,,,,3.0,26.0,86824.0,,24.0,87094.0,,,24.0,87736.0,,,,26.0
Utah Valley University,4027,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1107,3,4.0,104.0,111.0,74830.0,1.0,67.0,67.0,77401.0,87.0,77022.0,,,86.0,74614.0,,,67.0,90930.0,63.0,62.0,60.0,90932.0,,,65.0,90662.0,,,5.0,93.0,75364.0,,,,1.0,67.0,103513.0,,62.0,106057.0,,,64.0,101475.0,,,,64.0
Utah Valley University,4027,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1108,3,4.0,77.0,103.0,35782.0,11.0,82.0,102.0,38769.0,112.0,36856.0,,,89.0,42531.0,32.0,22562.0,116.0,37072.0,100.0,81.0,108.0,37415.0,,,95.0,41096.0,21.0,15535.0,6.0,119.0,37101.0,66.0,,,15.0,101.0,48538.0,71.0,94.0,48431.0,,,87.0,51676.0,,,,93.0
Utah Valley University,4027,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1109,3,0.0,51.0,54.0,71493.0,2.0,54.0,55.0,60298.0,60.0,66083.0,,,62.0,66054.0,,,58.0,70174.0,53.0,53.0,54.0,69835.0,,,54.0,68620.0,,,1.0,65.0,66403.0,,,,2.0,60.0,75474.0,,56.0,75141.0,,,56.0,74458.0,,,,49.0
Utah Valley University,4027,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1110,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,COMPUTER AND INFORMATION SCIENCES AND SUPPORT SERVICES.,11,1199,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,EDUCATION.,13,1310,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,EDUCATION.,13,1312,3,9.0,69.0,86.0,38183.0,11.0,110.0,133.0,36205.0,68.0,40983.0,,,,,69.0,41074.0,141.0,38108.0,119.0,97.0,129.0,37406.0,,,,,128.0,37705.0,9.0,73.0,41208.0,47.0,,,24.0,111.0,44873.0,80.0,101.0,44175.0,,,,,99.0,44605.0,,93.0
Utah Valley University,4027,Public,1,EDUCATION.,13,1313,3,4.0,97.0,113.0,39407.0,6.0,106.0,122.0,38092.0,88.0,43689.0,,,25.0,43401.0,72.0,43760.0,122.0,41806.0,115.0,95.0,114.0,40627.0,,,45.0,44995.0,77.0,35564.0,3.0,96.0,43698.0,71.0,,,13.0,116.0,47169.0,83.0,106.0,46530.0,,,46.0,50699.0,71.0,40717.0,,97.0
Utah Valley University,4027,Public,1,ENGINEERING.,14,1408,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,ENGINEERING.,14,1409,3,2.0,35.0,36.0,78678.0,0.0,22.0,23.0,73949.0,38.0,82853.0,,,40.0,83998.0,,,22.0,80275.0,22.0,22.0,20.0,78580.0,,,21.0,78630.0,,,2.0,41.0,82864.0,,,,1.0,21.0,91846.0,,19.0,85296.0,,,20.0,87103.0,,,,19.0
Utah Valley University,4027,Public,1,ENGINEERING.,14,1410,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,ENGINEERING.,14,1419,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,ENGINEERING.,14,1442,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1511,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,ENGINEERING/ENGINEERING-RELATED TECHNOLOGIES/TECHNICIANS.,15,1515,3,1.0,41.0,49.0,61567.0,,,,,56.0,62939.0,,,55.0,64696.0,,,,,,,,,,,,,,,1.0,60.0,63314.0,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1609,3,5.0,,,,2.0,10.0,13.0,44971.0,17.0,35319.0,,,,,,,,,,,,,,,,,,,5.0,19.0,37070.0,,,,2.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,"FOREIGN LANGUAGES, LITERATURES, AND LINGUISTICS.",16,1616,3,8.0,28.0,39.0,28368.0,7.0,22.0,32.0,24863.0,31.0,29872.0,,,,,31.0,28372.0,,,,,,,,,,,,,9.0,35.0,29046.0,,,,9.0,33.0,33074.0,16.0,31.0,30601.0,,,,,30.0,30392.0,,24.0
Utah Valley University,4027,Public,1,FAMILY AND CONSUMER SCIENCES/HUMAN SCIENCES.,19,1907,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,LEGAL PROFESSIONS AND STUDIES.,22,2203,3,0.0,,,,6.0,14.0,16.0,35060.0,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,6.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,ENGLISH LANGUAGE AND LITERATURE/LETTERS.,23,2301,3,18.0,59.0,88.0,31097.0,8.0,56.0,82.0,28055.0,74.0,29111.0,,,21.0,36528.0,59.0,27342.0,90.0,29631.0,76.0,56.0,83.0,30321.0,,,31.0,45871.0,59.0,21125.0,14.0,79.0,29158.0,35.0,,,18.0,76.0,38592.0,50.0,69.0,39884.0,,,27.0,52694.0,48.0,35458.0,,62.0
Utah Valley University,4027,Public,1,"LIBERAL ARTS AND SCIENCES, GENERAL STUDIES AND HUMANITIES.",24,2401,3,5.0,28.0,36.0,40901.0,5.0,13.0,16.0,33987.0,47.0,42189.0,,,31.0,49339.0,18.0,31327.0,,,,,,,,,,,,,6.0,48.0,42698.0,29.0,,,7.0,16.0,49899.0,,,,,,,,,,,
Utah Valley University,4027,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2601,3,8.0,63.0,82.0,29128.0,10.0,43.0,53.0,37568.0,79.0,27701.0,,,59.0,28929.0,28.0,26269.0,52.0,48764.0,45.0,36.0,46.0,49903.0,,,38.0,51025.0,,,11.0,87.0,27274.0,36.0,,,4.0,49.0,61611.0,,44.0,64396.0,,,36.0,63262.0,,,,39.0
Utah Valley University,4027,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2603,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,BIOLOGICAL AND BIOMEDICAL SCIENCES.,26,2612,3,1.0,19.0,20.0,46783.0,2.0,20.0,21.0,41193.0,,,,,,,,,23.0,46895.0,19.0,16.0,21.0,37005.0,,,,,,,1.0,,,,,,2.0,25.0,61720.0,,22.0,62124.0,,,,,,,,21.0
Utah Valley University,4027,Public,1,MATHEMATICS AND STATISTICS.,27,2701,3,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,MATHEMATICS AND STATISTICS.,27,2705,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,MULTI/INTERDISCIPLINARY STUDIES.,30,3099,3,5.0,,,,4.0,22.0,27.0,33993.0,26.0,29963.0,,,,,,,32.0,35575.0,25.0,22.0,29.0,33341.0,,,,,16.0,31932.0,2.0,27.0,31108.0,,,,6.0,25.0,42761.0,,23.0,42987.0,,,,,,,,17.0
Utah Valley University,4027,Public,1,"PARKS, RECREATION, LEISURE, FITNESS, AND KINESIOLOGY.",31,3105,3,6.0,67.0,99.0,27254.0,11.0,63.0,78.0,35060.0,85.0,29919.0,,,58.0,31725.0,35.0,27443.0,87.0,37469.0,69.0,56.0,84.0,38024.0,,,46.0,46012.0,40.0,16825.0,7.0,93.0,29740.0,42.0,,,16.0,95.0,56514.0,71.0,92.0,56908.0,,,71.0,63568.0,26.0,22752.0,34.0,62.0
Utah Valley University,4027,Public,1,PHILOSOPHY AND RELIGIOUS STUDIES.,38,3801,3,2.0,,17.0,25897.0,,,,,,,,,,,,,,,,,,,,,,,,,2.0,18.0,23080.0,,,,2.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,PHYSICAL SCIENCES.,40,4005,3,2.0,,,,,,,,16.0,28008.0,,,,,,,,,,,,,,,,,,,1.0,16.0,28948.0,,,,0.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,PHYSICAL SCIENCES.,40,4006,3,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,1.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,PHYSICAL SCIENCES.,40,4008,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,PSYCHOLOGY.,42,4201,3,47.0,245.0,351.0,29263.0,45.0,182.0,249.0,30520.0,339.0,29793.0,50.0,31530.0,92.0,36780.0,296.0,28656.0,311.0,28525.0,229.0,172.0,293.0,27480.0,18.0,35812.0,89.0,53693.0,221.0,19319.0,57.0,389.0,30434.0,177.0,,,66.0,256.0,40516.0,166.0,238.0,40524.0,18.0,38841.0,91.0,60657.0,166.0,34316.0,41.0,212.0
Utah Valley University,4027,Public,1,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",43,4301,3,8.0,79.0,93.0,41727.0,7.0,125.0,131.0,45696.0,60.0,44019.0,,,41.0,51345.0,31.0,36984.0,159.0,48648.0,145.0,131.0,146.0,48026.0,,,124.0,52831.0,35.0,33665.0,9.0,71.0,42800.0,,,,7.0,141.0,56791.0,120.0,124.0,56282.0,17.0,62709.0,113.0,58619.0,28.0,45188.0,,123.0
Utah Valley University,4027,Public,1,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",43,4302,3,4.0,80.0,92.0,53328.0,2.0,73.0,78.0,50105.0,75.0,53125.0,,,72.0,62547.0,,,84.0,59827.0,71.0,64.0,72.0,59900.0,,,65.0,68248.0,17.0,27560.0,2.0,87.0,56578.0,,,,7.0,87.0,70785.0,,74.0,66759.0,,,73.0,80439.0,,,,65.0
Utah Valley University,4027,Public,1,"HOMELAND SECURITY, LAW ENFORCEMENT, FIREFIGHTING AND RELATED PROTECTIVE SERVICES.",43,4304,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,1.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,PUBLIC ADMINISTRATION AND SOCIAL SERVICE PROFESSIONS.,44,4407,3,3.0,31.0,41.0,29165.0,2.0,27.0,36.0,33459.0,28.0,33398.0,,,,,23.0,33206.0,51.0,41850.0,29.0,23.0,47.0,40727.0,,,,,37.0,38401.0,2.0,29.0,32598.0,,,,3.0,51.0,47214.0,,47.0,47347.0,,,,,35.0,46298.0,24.0,44.0
Utah Valley University,4027,Public,1,SOCIAL SCIENCES.,45,4506,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,0.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,SOCIAL SCIENCES.,45,4509,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,SOCIAL SCIENCES.,45,4510,3,1.0,24.0,33.0,33412.0,3.0,19.0,23.0,34704.0,33.0,33938.0,,,,,,,31.0,44809.0,22.0,21.0,28.0,47347.0,,,21.0,46047.0,,,2.0,35.0,31466.0,19.0,,,3.0,29.0,69589.0,,28.0,65574.0,,,20.0,78517.0,,,,21.0
Utah Valley University,4027,Public,1,CONSTRUCTION TRADES.,46,4604,3,0.0,49.0,50.0,64516.0,2.0,32.0,35.0,67899.0,52.0,68488.0,,,53.0,68930.0,,,39.0,75872.0,38.0,34.0,38.0,75352.0,,,37.0,75310.0,,,0.0,55.0,68886.0,,,,2.0,37.0,78807.0,,37.0,80053.0,,,36.0,80506.0,,,,30.0
Utah Valley University,4027,Public,1,TRANSPORTATION AND MATERIALS MOVING.,49,4901,3,6.0,210.0,233.0,59874.0,6.0,191.0,203.0,50635.0,144.0,50925.0,47.0,80062.0,171.0,59608.0,19.0,50009.0,212.0,65437.0,201.0,193.0,171.0,62401.0,41.0,90753.0,195.0,66814.0,17.0,57370.0,7.0,191.0,56993.0,147.0,,,10.0,214.0,80991.0,190.0,170.0,75420.0,44.0,104437.0,197.0,82953.0,17.0,47735.0,,81.0
Utah Valley University,4027,Public,1,VISUAL AND PERFORMING ARTS.,50,5003,3,0.0,,16.0,14603.0,0.0,8.0,16.0,20140.0,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,2.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,VISUAL AND PERFORMING ARTS.,50,5004,3,9.0,93.0,118.0,34649.0,21.0,70.0,99.0,32498.0,121.0,36584.0,,,47.0,44481.0,84.0,34265.0,120.0,24734.0,94.0,65.0,116.0,23761.0,,,43.0,45144.0,78.0,10610.0,13.0,131.0,36784.0,79.0,,,27.0,97.0,44117.0,65.0,92.0,42729.0,,,43.0,53167.0,54.0,37589.0,,84.0
Utah Valley University,4027,Public,1,VISUAL AND PERFORMING ARTS.,50,5005,3,1.0,16.0,22.0,21046.0,0.0,14.0,20.0,29685.0,24.0,22360.0,,,,,,,20.0,30114.0,19.0,,16.0,31791.0,,,,,,,1.0,29.0,22648.0,,,,0.0,21.0,31525.0,,18.0,38507.0,,,,,,,,18.0
Utah Valley University,4027,Public,1,VISUAL AND PERFORMING ARTS.,50,5006,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,VISUAL AND PERFORMING ARTS.,50,5007,3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,1.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,VISUAL AND PERFORMING ARTS.,50,5009,3,2.0,,,,,,,,17.0,22715.0,,,,,,,,,,,,,,,,,,,1.0,19.0,23730.0,,,,3.0,18.0,16331.0,,18.0,17291.0,,,,,,,,
Utah Valley University,4027,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5106,3,0.0,,,,1.0,12.0,15.0,39369.0,16.0,36883.0,,,,,17.0,37789.0,,,,,,,,,,,,,0.0,18.0,37791.0,,,,5.0,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5109,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utah Valley University,4027,Public,1,HEALTH PROFESSIONS AND RELATED PROGRAMS.,51,5122,3,16.0,89.0,120.0,29827.0,9.0,60.0,91.0,29685.0,91.0,32052.0,,,19.0,52306.0,84.0,29182.0,96.0,25640.0,78.0,52.0,91.0,24386.0,,,,,90.0,22360.0,18.0,102.0,32166.0,52.0,,,17.0,85.0,36029.0,44.0,85.0,36402.0,,,,,72.0,31433.0,,64.0
